order_id,order_date,marketplace,sku,product_name,qty,selling_price,cost_price,commission_percent,shipping_cost,revenue,product_cost,commission_cost,shipping_total,profit
ORD00177,2026-01-18,Flipkart,VV023,"VibeVastr Tee 23",3,899.00,306.00,20.00,70.00,2697.00,918.00,539.40000000,210.00,1029.60000000
ORD00178,2026-01-20,Amazon,VV004,"VibeVastr Tee 4",3,899.00,400.00,18.00,65.00,2697.00,1200.00,485.46000000,195.00,816.54000000
ORD00179,2026-04-24,Amazon,VV005,"VibeVastr Tee 5",1,899.00,446.00,18.00,65.00,899.00,446.00,161.82000000,65.00,226.18000000
ORD00180,2026-03-13,Flipkart,VV025,"VibeVastr Tee 25",2,899.00,331.00,20.00,70.00,1798.00,662.00,359.60000000,140.00,636.40000000
ORD00181,2026-02-16,Meesho,VV008,"VibeVastr Tee 8",2,799.00,371.00,15.00,55.00,1598.00,742.00,239.70000000,110.00,506.30000000
ORD00182,2026-01-28,Flipkart,VV017,"VibeVastr Tee 17",2,899.00,335.00,20.00,70.00,1798.00,670.00,359.60000000,140.00,628.40000000
ORD00183,2026-05-23,Amazon,VV020,"VibeVastr Tee 20",1,799.00,424.00,18.00,65.00,799.00,424.00,143.82000000,65.00,166.18000000
ORD00184,2026-02-12,Meesho,VV021,"VibeVastr Tee 21",1,899.00,260.00,15.00,55.00,899.00,260.00,134.85000000,55.00,449.15000000
ORD00185,2026-04-07,Flipkart,VV018,"VibeVastr Tee 18",2,899.00,335.00,20.00,70.00,1798.00,670.00,359.60000000,140.00,628.40000000
ORD00186,2026-05-23,Meesho,VV018,"VibeVastr Tee 18",3,899.00,335.00,15.00,55.00,2697.00,1005.00,404.55000000,165.00,1122.45000000
ORD00187,2026-06-03,Meesho,VV028,"VibeVastr Tee 28",1,999.00,420.00,15.00,55.00,999.00,420.00,149.85000000,55.00,374.15000000
ORD00188,2026-04-12,Meesho,VV020,"VibeVastr Tee 20",3,799.00,424.00,15.00,55.00,2397.00,1272.00,359.55000000,165.00,600.45000000
ORD00189,2026-01-24,Amazon,VV026,"VibeVastr Tee 26",2,899.00,275.00,18.00,65.00,1798.00,550.00,323.64000000,130.00,794.36000000
ORD00190,2026-01-23,Meesho,VV018,"VibeVastr Tee 18",2,899.00,335.00,15.00,55.00,1798.00,670.00,269.70000000,110.00,748.30000000
ORD00191,2026-06-11,Amazon,VV024,"VibeVastr Tee 24",3,899.00,252.00,18.00,65.00,2697.00,756.00,485.46000000,195.00,1260.54000000
ORD00192,2026-01-01,Flipkart,VV026,"VibeVastr Tee 26",2,899.00,275.00,20.00,70.00,1798.00,550.00,359.60000000,140.00,748.40000000
ORD00193,2026-03-04,Amazon,VV013,"VibeVastr Tee 13",2,799.00,331.00,18.00,65.00,1598.00,662.00,287.64000000,130.00,518.36000000
ORD00194,2026-01-11,Flipkart,VV005,"VibeVastr Tee 5",1,899.00,446.00,20.00,70.00,899.00,446.00,179.80000000,70.00,203.20000000
ORD00195,2026-01-26,Amazon,VV004,"VibeVastr Tee 4",1,899.00,400.00,18.00,65.00,899.00,400.00,161.82000000,65.00,272.18000000
ORD00196,2026-06-20,Meesho,VV030,"VibeVastr Tee 30",1,899.00,330.00,15.00,55.00,899.00,330.00,134.85000000,55.00,379.15000000
ORD00197,2026-01-09,Flipkart,VV027,"VibeVastr Tee 27",3,699.00,366.00,20.00,70.00,2097.00,1098.00,419.40000000,210.00,369.60000000
ORD00198,2026-03-02,Amazon,VV025,"VibeVastr Tee 25",2,899.00,331.00,18.00,65.00,1798.00,662.00,323.64000000,130.00,682.36000000
ORD00199,2026-05-24,Meesho,VV007,"VibeVastr Tee 7",2,699.00,363.00,15.00,55.00,1398.00,726.00,209.70000000,110.00,352.30000000
ORD00200,2026-06-12,Amazon,VV029,"VibeVastr Tee 29",1,999.00,448.00,18.00,65.00,999.00,448.00,179.82000000,65.00,306.18000000
ORD00201,2026-05-29,Flipkart,VV005,"VibeVastr Tee 5",2,899.00,446.00,20.00,70.00,1798.00,892.00,359.60000000,140.00,406.40000000
ORD00202,2026-02-02,Meesho,VV003,"VibeVastr Tee 3",3,999.00,284.00,15.00,55.00,2997.00,852.00,449.55000000,165.00,1530.45000000
ORD00203,2026-06-22,Flipkart,VV010,"VibeVastr Tee 10",2,899.00,385.00,20.00,70.00,1798.00,770.00,359.60000000,140.00,528.40000000
ORD00204,2026-05-07,Meesho,VV009,"VibeVastr Tee 9",2,899.00,267.00,15.00,55.00,1798.00,534.00,269.70000000,110.00,884.30000000
ORD00205,2026-05-21,Amazon,VV025,"VibeVastr Tee 25",2,899.00,331.00,18.00,65.00,1798.00,662.00,323.64000000,130.00,682.36000000
ORD00206,2026-03-03,Amazon,VV023,"VibeVastr Tee 23",2,899.00,306.00,18.00,65.00,1798.00,612.00,323.64000000,130.00,732.36000000
ORD00207,2026-02-17,Meesho,VV011,"VibeVastr Tee 11",3,799.00,441.00,15.00,55.00,2397.00,1323.00,359.55000000,165.00,549.45000000
ORD00208,2026-05-29,Meesho,VV018,"VibeVastr Tee 18",3,899.00,335.00,15.00,55.00,2697.00,1005.00,404.55000000,165.00,1122.45000000
ORD00209,2026-05-04,Amazon,VV016,"VibeVastr Tee 16",3,799.00,287.00,18.00,65.00,2397.00,861.00,431.46000000,195.00,909.54000000
ORD00210,2026-02-02,Meesho,VV009,"VibeVastr Tee 9",3,899.00,267.00,15.00,55.00,2697.00,801.00,404.55000000,165.00,1326.45000000
ORD00211,2026-06-08,Amazon,VV016,"VibeVastr Tee 16",3,799.00,287.00,18.00,65.00,2397.00,861.00,431.46000000,195.00,909.54000000
ORD00212,2026-06-25,Flipkart,VV014,"VibeVastr Tee 14",2,799.00,392.00,20.00,70.00,1598.00,784.00,319.60000000,140.00,354.40000000
ORD00213,2026-04-06,Amazon,VV028,"VibeVastr Tee 28",3,999.00,420.00,18.00,65.00,2997.00,1260.00,539.46000000,195.00,1002.54000000
ORD00214,2026-02-14,Flipkart,VV023,"VibeVastr Tee 23",1,899.00,306.00,20.00,70.00,899.00,306.00,179.80000000,70.00,343.20000000
ORD00215,2026-05-27,Meesho,VV017,"VibeVastr Tee 17",1,899.00,335.00,15.00,55.00,899.00,335.00,134.85000000,55.00,374.15000000
ORD00216,2026-01-28,Meesho,VV015,"VibeVastr Tee 15",1,899.00,373.00,15.00,55.00,899.00,373.00,134.85000000,55.00,336.15000000
ORD00217,2026-05-05,Flipkart,VV009,"VibeVastr Tee 9",2,899.00,267.00,20.00,70.00,1798.00,534.00,359.60000000,140.00,764.40000000
ORD00218,2026-05-04,Flipkart,VV015,"VibeVastr Tee 15",1,899.00,373.00,20.00,70.00,899.00,373.00,179.80000000,70.00,276.20000000
ORD00219,2026-05-12,Flipkart,VV021,"VibeVastr Tee 21",1,899.00,260.00,20.00,70.00,899.00,260.00,179.80000000,70.00,389.20000000
ORD00220,2026-05-18,Flipkart,VV018,"VibeVastr Tee 18",1,899.00,335.00,20.00,70.00,899.00,335.00,179.80000000,70.00,314.20000000
ORD00221,2026-06-12,Amazon,VV001,"VibeVastr Tee 1",2,799.00,320.00,18.00,65.00,1598.00,640.00,287.64000000,130.00,540.36000000
ORD00222,2026-03-10,Flipkart,VV016,"VibeVastr Tee 16",1,799.00,287.00,20.00,70.00,799.00,287.00,159.80000000,70.00,282.20000000
ORD00223,2026-01-31,Flipkart,VV018,"VibeVastr Tee 18",1,899.00,335.00,20.00,70.00,899.00,335.00,179.80000000,70.00,314.20000000
ORD00224,2026-06-07,Meesho,VV012,"VibeVastr Tee 12",3,699.00,341.00,15.00,55.00,2097.00,1023.00,314.55000000,165.00,594.45000000
ORD00225,2026-05-08,Flipkart,VV008,"VibeVastr Tee 8",1,799.00,371.00,20.00,70.00,799.00,371.00,159.80000000,70.00,198.20000000
ORD00226,2026-05-17,Flipkart,VV029,"VibeVastr Tee 29",3,999.00,448.00,20.00,70.00,2997.00,1344.00,599.40000000,210.00,843.60000000
ORD00227,2026-01-23,Flipkart,VV027,"VibeVastr Tee 27",3,699.00,366.00,20.00,70.00,2097.00,1098.00,419.40000000,210.00,369.60000000
ORD00228,2026-03-06,Amazon,VV009,"VibeVastr Tee 9",1,899.00,267.00,18.00,65.00,899.00,267.00,161.82000000,65.00,405.18000000
ORD00229,2026-02-15,Flipkart,VV005,"VibeVastr Tee 5",1,899.00,446.00,20.00,70.00,899.00,446.00,179.80000000,70.00,203.20000000
ORD00230,2026-01-10,Meesho,VV011,"VibeVastr Tee 11",3,799.00,441.00,15.00,55.00,2397.00,1323.00,359.55000000,165.00,549.45000000
ORD00231,2026-04-17,Amazon,VV007,"VibeVastr Tee 7",1,699.00,363.00,18.00,65.00,699.00,363.00,125.82000000,65.00,145.18000000
ORD00232,2026-01-28,Flipkart,VV010,"VibeVastr Tee 10",3,899.00,385.00,20.00,70.00,2697.00,1155.00,539.40000000,210.00,792.60000000
ORD00233,2026-06-07,Meesho,VV009,"VibeVastr Tee 9",1,899.00,267.00,15.00,55.00,899.00,267.00,134.85000000,55.00,442.15000000
ORD00234,2026-06-04,Amazon,VV016,"VibeVastr Tee 16",2,799.00,287.00,18.00,65.00,1598.00,574.00,287.64000000,130.00,606.36000000
ORD00235,2026-02-19,Amazon,VV005,"VibeVastr Tee 5",3,899.00,446.00,18.00,65.00,2697.00,1338.00,485.46000000,195.00,678.54000000
ORD00236,2026-05-08,Amazon,VV007,"VibeVastr Tee 7",2,699.00,363.00,18.00,65.00,1398.00,726.00,251.64000000,130.00,290.36000000
ORD00237,2026-04-21,Flipkart,VV030,"VibeVastr Tee 30",3,899.00,330.00,20.00,70.00,2697.00,990.00,539.40000000,210.00,957.60000000
ORD00238,2026-01-14,Meesho,VV007,"VibeVastr Tee 7",2,699.00,363.00,15.00,55.00,1398.00,726.00,209.70000000,110.00,352.30000000
ORD00239,2026-02-14,Flipkart,VV001,"VibeVastr Tee 1",3,799.00,320.00,20.00,70.00,2397.00,960.00,479.40000000,210.00,747.60000000
ORD00240,2026-01-04,Flipkart,VV030,"VibeVastr Tee 30",2,899.00,330.00,20.00,70.00,1798.00,660.00,359.60000000,140.00,638.40000000
ORD00241,2026-05-14,Meesho,VV005,"VibeVastr Tee 5",2,899.00,446.00,15.00,55.00,1798.00,892.00,269.70000000,110.00,526.30000000
ORD00242,2026-06-16,Amazon,VV014,"VibeVastr Tee 14",1,799.00,392.00,18.00,65.00,799.00,392.00,143.82000000,65.00,198.18000000
ORD00243,2026-04-29,Flipkart,VV025,"VibeVastr Tee 25",3,899.00,331.00,20.00,70.00,2697.00,993.00,539.40000000,210.00,954.60000000
ORD00244,2026-03-15,Flipkart,VV023,"VibeVastr Tee 23",3,899.00,306.00,20.00,70.00,2697.00,918.00,539.40000000,210.00,1029.60000000
ORD00245,2026-03-16,Amazon,VV026,"VibeVastr Tee 26",3,899.00,275.00,18.00,65.00,2697.00,825.00,485.46000000,195.00,1191.54000000
ORD00246,2026-05-11,Flipkart,VV023,"VibeVastr Tee 23",3,899.00,306.00,20.00,70.00,2697.00,918.00,539.40000000,210.00,1029.60000000
ORD00247,2026-05-21,Meesho,VV001,"VibeVastr Tee 1",3,799.00,320.00,15.00,55.00,2397.00,960.00,359.55000000,165.00,912.45000000
ORD00248,2026-06-07,Amazon,VV022,"VibeVastr Tee 22",1,899.00,385.00,18.00,65.00,899.00,385.00,161.82000000,65.00,287.18000000
ORD00249,2026-04-24,Amazon,VV006,"VibeVastr Tee 6",2,999.00,358.00,18.00,65.00,1998.00,716.00,359.64000000,130.00,792.36000000
ORD00250,2026-01-13,Amazon,VV011,"VibeVastr Tee 11",2,799.00,441.00,18.00,65.00,1598.00,882.00,287.64000000,130.00,298.36000000
ORD00251,2026-03-25,Flipkart,VV020,"VibeVastr Tee 20",1,799.00,424.00,20.00,70.00,799.00,424.00,159.80000000,70.00,145.20000000
ORD00252,2026-01-23,Amazon,VV026,"VibeVastr Tee 26",2,899.00,275.00,18.00,65.00,1798.00,550.00,323.64000000,130.00,794.36000000
ORD00253,2026-03-27,Amazon,VV004,"VibeVastr Tee 4",1,899.00,400.00,18.00,65.00,899.00,400.00,161.82000000,65.00,272.18000000
ORD00254,2026-05-26,Flipkart,VV023,"VibeVastr Tee 23",2,899.00,306.00,20.00,70.00,1798.00,612.00,359.60000000,140.00,686.40000000
ORD00255,2026-05-09,Amazon,VV027,"VibeVastr Tee 27",2,699.00,366.00,18.00,65.00,1398.00,732.00,251.64000000,130.00,284.36000000
ORD00256,2026-05-26,Flipkart,VV003,"VibeVastr Tee 3",3,999.00,284.00,20.00,70.00,2997.00,852.00,599.40000000,210.00,1335.60000000
ORD00257,2026-03-27,Amazon,VV006,"VibeVastr Tee 6",1,999.00,358.00,18.00,65.00,999.00,358.00,179.82000000,65.00,396.18000000
ORD00258,2026-04-30,Meesho,VV021,"VibeVastr Tee 21",2,899.00,260.00,15.00,55.00,1798.00,520.00,269.70000000,110.00,898.30000000
ORD00259,2026-04-16,Meesho,VV023,"VibeVastr Tee 23",1,899.00,306.00,15.00,55.00,899.00,306.00,134.85000000,55.00,403.15000000
ORD00260,2026-02-24,Flipkart,VV023,"VibeVastr Tee 23",1,899.00,306.00,20.00,70.00,899.00,306.00,179.80000000,70.00,343.20000000
ORD00261,2026-01-29,Amazon,VV018,"VibeVastr Tee 18",1,899.00,335.00,18.00,65.00,899.00,335.00,161.82000000,65.00,337.18000000
ORD00262,2026-05-02,Amazon,VV019,"VibeVastr Tee 19",2,799.00,340.00,18.00,65.00,1598.00,680.00,287.64000000,130.00,500.36000000
ORD00263,2026-01-25,Flipkart,VV020,"VibeVastr Tee 20",2,799.00,424.00,20.00,70.00,1598.00,848.00,319.60000000,140.00,290.40000000
ORD00264,2026-04-29,Flipkart,VV011,"VibeVastr Tee 11",1,799.00,441.00,20.00,70.00,799.00,441.00,159.80000000,70.00,128.20000000
ORD00265,2026-04-20,Flipkart,VV030,"VibeVastr Tee 30",2,899.00,330.00,20.00,70.00,1798.00,660.00,359.60000000,140.00,638.40000000
ORD00266,2026-03-06,Flipkart,VV011,"VibeVastr Tee 11",3,799.00,441.00,20.00,70.00,2397.00,1323.00,479.40000000,210.00,384.60000000
ORD00267,2026-02-28,Meesho,VV010,"VibeVastr Tee 10",2,899.00,385.00,15.00,55.00,1798.00,770.00,269.70000000,110.00,648.30000000
ORD00268,2026-04-25,Flipkart,VV030,"VibeVastr Tee 30",3,899.00,330.00,20.00,70.00,2697.00,990.00,539.40000000,210.00,957.60000000
ORD00269,2026-01-07,Amazon,VV024,"VibeVastr Tee 24",3,899.00,252.00,18.00,65.00,2697.00,756.00,485.46000000,195.00,1260.54000000
ORD00270,2026-01-14,Amazon,VV013,"VibeVastr Tee 13",1,799.00,331.00,18.00,65.00,799.00,331.00,143.82000000,65.00,259.18000000
ORD00271,2026-04-23,Flipkart,VV028,"VibeVastr Tee 28",3,999.00,420.00,20.00,70.00,2997.00,1260.00,599.40000000,210.00,927.60000000
ORD00272,2026-05-09,Flipkart,VV021,"VibeVastr Tee 21",3,899.00,260.00,20.00,70.00,2697.00,780.00,539.40000000,210.00,1167.60000000
ORD00273,2026-01-09,Meesho,VV015,"VibeVastr Tee 15",1,899.00,373.00,15.00,55.00,899.00,373.00,134.85000000,55.00,336.15000000
ORD00274,2026-03-23,Meesho,VV001,"VibeVastr Tee 1",2,799.00,320.00,15.00,55.00,1598.00,640.00,239.70000000,110.00,608.30000000
ORD00275,2026-01-16,Flipkart,VV010,"VibeVastr Tee 10",2,899.00,385.00,20.00,70.00,1798.00,770.00,359.60000000,140.00,528.40000000
ORD00276,2026-05-30,Meesho,VV013,"VibeVastr Tee 13",1,799.00,331.00,15.00,55.00,799.00,331.00,119.85000000,55.00,293.15000000
ORD00277,2026-05-25,Meesho,VV026,"VibeVastr Tee 26",3,899.00,275.00,15.00,55.00,2697.00,825.00,404.55000000,165.00,1302.45000000
ORD00278,2026-04-02,Amazon,VV002,"VibeVastr Tee 2",2,899.00,347.00,18.00,65.00,1798.00,694.00,323.64000000,130.00,650.36000000
ORD00279,2026-04-29,Amazon,VV001,"VibeVastr Tee 1",1,799.00,320.00,18.00,65.00,799.00,320.00,143.82000000,65.00,270.18000000
ORD00280,2026-01-23,Meesho,VV011,"VibeVastr Tee 11",3,799.00,441.00,15.00,55.00,2397.00,1323.00,359.55000000,165.00,549.45000000
ORD00281,2026-05-02,Flipkart,VV007,"VibeVastr Tee 7",3,699.00,363.00,20.00,70.00,2097.00,1089.00,419.40000000,210.00,378.60000000
ORD00282,2026-01-07,Flipkart,VV005,"VibeVastr Tee 5",2,899.00,446.00,20.00,70.00,1798.00,892.00,359.60000000,140.00,406.40000000
ORD00283,2026-06-04,Amazon,VV011,"VibeVastr Tee 11",3,799.00,441.00,18.00,65.00,2397.00,1323.00,431.46000000,195.00,447.54000000
ORD00284,2026-05-19,Flipkart,VV004,"VibeVastr Tee 4",3,899.00,400.00,20.00,70.00,2697.00,1200.00,539.40000000,210.00,747.60000000
ORD00285,2026-04-27,Meesho,VV022,"VibeVastr Tee 22",2,899.00,385.00,15.00,55.00,1798.00,770.00,269.70000000,110.00,648.30000000
ORD00286,2026-01-16,Meesho,VV022,"VibeVastr Tee 22",1,899.00,385.00,15.00,55.00,899.00,385.00,134.85000000,55.00,324.15000000
ORD00287,2026-04-19,Amazon,VV024,"VibeVastr Tee 24",1,899.00,252.00,18.00,65.00,899.00,252.00,161.82000000,65.00,420.18000000
ORD00288,2026-04-02,Meesho,VV026,"VibeVastr Tee 26",1,899.00,275.00,15.00,55.00,899.00,275.00,134.85000000,55.00,434.15000000
ORD00289,2026-03-08,Flipkart,VV028,"VibeVastr Tee 28",2,999.00,420.00,20.00,70.00,1998.00,840.00,399.60000000,140.00,618.40000000
ORD00290,2026-06-18,Flipkart,VV028,"VibeVastr Tee 28",1,999.00,420.00,20.00,70.00,999.00,420.00,199.80000000,70.00,309.20000000
ORD00291,2026-01-16,Amazon,VV016,"VibeVastr Tee 16",3,799.00,287.00,18.00,65.00,2397.00,861.00,431.46000000,195.00,909.54000000
ORD00292,2026-06-28,Meesho,VV011,"VibeVastr Tee 11",1,799.00,441.00,15.00,55.00,799.00,441.00,119.85000000,55.00,183.15000000
ORD00293,2026-01-25,Meesho,VV005,"VibeVastr Tee 5",2,899.00,446.00,15.00,55.00,1798.00,892.00,269.70000000,110.00,526.30000000
ORD00294,2026-01-12,Amazon,VV014,"VibeVastr Tee 14",3,799.00,392.00,18.00,65.00,2397.00,1176.00,431.46000000,195.00,594.54000000
ORD00295,2026-02-11,Meesho,VV019,"VibeVastr Tee 19",2,799.00,340.00,15.00,55.00,1598.00,680.00,239.70000000,110.00,568.30000000
ORD00296,2026-06-25,Meesho,VV017,"VibeVastr Tee 17",3,899.00,335.00,15.00,55.00,2697.00,1005.00,404.55000000,165.00,1122.45000000
ORD00297,2026-04-05,Meesho,VV022,"VibeVastr Tee 22",3,899.00,385.00,15.00,55.00,2697.00,1155.00,404.55000000,165.00,972.45000000
ORD00298,2026-01-25,Meesho,VV003,"VibeVastr Tee 3",1,999.00,284.00,15.00,55.00,999.00,284.00,149.85000000,55.00,510.15000000
ORD00299,2026-04-19,Flipkart,VV008,"VibeVastr Tee 8",1,799.00,371.00,20.00,70.00,799.00,371.00,159.80000000,70.00,198.20000000
ORD00300,2026-01-25,Flipkart,VV011,"VibeVastr Tee 11",2,799.00,441.00,20.00,70.00,1598.00,882.00,319.60000000,140.00,256.40000000
ORD00301,2026-04-29,Meesho,VV005,"VibeVastr Tee 5",2,899.00,446.00,15.00,55.00,1798.00,892.00,269.70000000,110.00,526.30000000
ORD00302,2026-03-24,Amazon,VV015,"VibeVastr Tee 15",1,899.00,373.00,18.00,65.00,899.00,373.00,161.82000000,65.00,299.18000000
ORD00303,2026-04-16,Meesho,VV023,"VibeVastr Tee 23",1,899.00,306.00,15.00,55.00,899.00,306.00,134.85000000,55.00,403.15000000
ORD00304,2026-06-03,Meesho,VV021,"VibeVastr Tee 21",1,899.00,260.00,15.00,55.00,899.00,260.00,134.85000000,55.00,449.15000000
ORD00305,2026-05-16,Meesho,VV001,"VibeVastr Tee 1",2,799.00,320.00,15.00,55.00,1598.00,640.00,239.70000000,110.00,608.30000000
ORD00306,2026-06-12,Flipkart,VV007,"VibeVastr Tee 7",1,699.00,363.00,20.00,70.00,699.00,363.00,139.80000000,70.00,126.20000000
ORD00307,2026-01-21,Flipkart,VV019,"VibeVastr Tee 19",2,799.00,340.00,20.00,70.00,1598.00,680.00,319.60000000,140.00,458.40000000
ORD00308,2026-05-25,Amazon,VV025,"VibeVastr Tee 25",3,899.00,331.00,18.00,65.00,2697.00,993.00,485.46000000,195.00,1023.54000000
ORD00309,2026-06-21,Amazon,VV013,"VibeVastr Tee 13",2,799.00,331.00,18.00,65.00,1598.00,662.00,287.64000000,130.00,518.36000000
ORD00310,2026-02-01,Flipkart,VV007,"VibeVastr Tee 7",1,699.00,363.00,20.00,70.00,699.00,363.00,139.80000000,70.00,126.20000000
ORD00311,2026-03-11,Meesho,VV017,"VibeVastr Tee 17",2,899.00,335.00,15.00,55.00,1798.00,670.00,269.70000000,110.00,748.30000000
ORD00312,2026-01-12,Flipkart,VV010,"VibeVastr Tee 10",1,899.00,385.00,20.00,70.00,899.00,385.00,179.80000000,70.00,264.20000000
ORD00313,2026-01-04,Flipkart,VV022,"VibeVastr Tee 22",1,899.00,385.00,20.00,70.00,899.00,385.00,179.80000000,70.00,264.20000000
ORD00314,2026-02-11,Amazon,VV003,"VibeVastr Tee 3",1,999.00,284.00,18.00,65.00,999.00,284.00,179.82000000,65.00,470.18000000
ORD00315,2026-02-26,Flipkart,VV010,"VibeVastr Tee 10",2,899.00,385.00,20.00,70.00,1798.00,770.00,359.60000000,140.00,528.40000000
ORD00316,2026-04-20,Meesho,VV024,"VibeVastr Tee 24",3,899.00,252.00,15.00,55.00,2697.00,756.00,404.55000000,165.00,1371.45000000
ORD00317,2026-03-04,Meesho,VV010,"VibeVastr Tee 10",3,899.00,385.00,15.00,55.00,2697.00,1155.00,404.55000000,165.00,972.45000000
ORD00318,2026-02-27,Amazon,VV016,"VibeVastr Tee 16",1,799.00,287.00,18.00,65.00,799.00,287.00,143.82000000,65.00,303.18000000
ORD00319,2026-02-05,Flipkart,VV018,"VibeVastr Tee 18",1,899.00,335.00,20.00,70.00,899.00,335.00,179.80000000,70.00,314.20000000
ORD00320,2026-04-27,Meesho,VV020,"VibeVastr Tee 20",2,799.00,424.00,15.00,55.00,1598.00,848.00,239.70000000,110.00,400.30000000
ORD00321,2026-05-01,Flipkart,VV020,"VibeVastr Tee 20",1,799.00,424.00,20.00,70.00,799.00,424.00,159.80000000,70.00,145.20000000
ORD00322,2026-02-24,Flipkart,VV008,"VibeVastr Tee 8",3,799.00,371.00,20.00,70.00,2397.00,1113.00,479.40000000,210.00,594.60000000
ORD00323,2026-01-13,Amazon,VV014,"VibeVastr Tee 14",1,799.00,392.00,18.00,65.00,799.00,392.00,143.82000000,65.00,198.18000000
ORD00324,2026-06-11,Amazon,VV008,"VibeVastr Tee 8",1,799.00,371.00,18.00,65.00,799.00,371.00,143.82000000,65.00,219.18000000
ORD00325,2026-01-17,Amazon,VV029,"VibeVastr Tee 29",2,999.00,448.00,18.00,65.00,1998.00,896.00,359.64000000,130.00,612.36000000
ORD00326,2026-06-18,Meesho,VV030,"VibeVastr Tee 30",3,899.00,330.00,15.00,55.00,2697.00,990.00,404.55000000,165.00,1137.45000000
ORD00327,2026-05-12,Flipkart,VV016,"VibeVastr Tee 16",1,799.00,287.00,20.00,70.00,799.00,287.00,159.80000000,70.00,282.20000000
ORD00328,2026-05-16,Flipkart,VV001,"VibeVastr Tee 1",3,799.00,320.00,20.00,70.00,2397.00,960.00,479.40000000,210.00,747.60000000
ORD00329,2026-01-11,Meesho,VV030,"VibeVastr Tee 30",2,899.00,330.00,15.00,55.00,1798.00,660.00,269.70000000,110.00,758.30000000
ORD00330,2026-05-15,Flipkart,VV023,"VibeVastr Tee 23",3,899.00,306.00,20.00,70.00,2697.00,918.00,539.40000000,210.00,1029.60000000
ORD00331,2026-06-05,Flipkart,VV027,"VibeVastr Tee 27",2,699.00,366.00,20.00,70.00,1398.00,732.00,279.60000000,140.00,246.40000000
ORD00332,2026-03-04,Flipkart,VV007,"VibeVastr Tee 7",2,699.00,363.00,20.00,70.00,1398.00,726.00,279.60000000,140.00,252.40000000
ORD00333,2026-03-23,Amazon,VV005,"VibeVastr Tee 5",3,899.00,446.00,18.00,65.00,2697.00,1338.00,485.46000000,195.00,678.54000000
ORD00334,2026-04-30,Meesho,VV015,"VibeVastr Tee 15",3,899.00,373.00,15.00,55.00,2697.00,1119.00,404.55000000,165.00,1008.45000000
ORD00335,2026-04-23,Meesho,VV017,"VibeVastr Tee 17",1,899.00,335.00,15.00,55.00,899.00,335.00,134.85000000,55.00,374.15000000
ORD00336,2026-01-29,Amazon,VV008,"VibeVastr Tee 8",2,799.00,371.00,18.00,65.00,1598.00,742.00,287.64000000,130.00,438.36000000
ORD00337,2026-06-13,Meesho,VV018,"VibeVastr Tee 18",2,899.00,335.00,15.00,55.00,1798.00,670.00,269.70000000,110.00,748.30000000
ORD00338,2026-01-07,Amazon,VV017,"VibeVastr Tee 17",3,899.00,335.00,18.00,65.00,2697.00,1005.00,485.46000000,195.00,1011.54000000
ORD00339,2026-01-29,Flipkart,VV004,"VibeVastr Tee 4",2,899.00,400.00,20.00,70.00,1798.00,800.00,359.60000000,140.00,498.40000000
ORD00340,2026-01-09,Meesho,VV012,"VibeVastr Tee 12",3,699.00,341.00,15.00,55.00,2097.00,1023.00,314.55000000,165.00,594.45000000
ORD00341,2026-01-01,Flipkart,VV017,"VibeVastr Tee 17",2,899.00,335.00,20.00,70.00,1798.00,670.00,359.60000000,140.00,628.40000000
ORD00342,2026-02-02,Amazon,VV002,"VibeVastr Tee 2",2,899.00,347.00,18.00,65.00,1798.00,694.00,323.64000000,130.00,650.36000000
ORD00343,2026-03-30,Amazon,VV027,"VibeVastr Tee 27",2,699.00,366.00,18.00,65.00,1398.00,732.00,251.64000000,130.00,284.36000000
ORD00344,2026-06-04,Meesho,VV024,"VibeVastr Tee 24",1,899.00,252.00,15.00,55.00,899.00,252.00,134.85000000,55.00,457.15000000
ORD00345,2026-03-13,Amazon,VV010,"VibeVastr Tee 10",2,899.00,385.00,18.00,65.00,1798.00,770.00,323.64000000,130.00,574.36000000
ORD00346,2026-05-15,Meesho,VV012,"VibeVastr Tee 12",2,699.00,341.00,15.00,55.00,1398.00,682.00,209.70000000,110.00,396.30000000
ORD00347,2026-04-11,Amazon,VV018,"VibeVastr Tee 18",2,899.00,335.00,18.00,65.00,1798.00,670.00,323.64000000,130.00,674.36000000
ORD00348,2026-05-06,Amazon,VV001,"VibeVastr Tee 1",3,799.00,320.00,18.00,65.00,2397.00,960.00,431.46000000,195.00,810.54000000
ORD00349,2026-03-08,Meesho,VV028,"VibeVastr Tee 28",2,999.00,420.00,15.00,55.00,1998.00,840.00,299.70000000,110.00,748.30000000
ORD00350,2026-04-17,Meesho,VV028,"VibeVastr Tee 28",1,999.00,420.00,15.00,55.00,999.00,420.00,149.85000000,55.00,374.15000000
ORD00351,2026-03-11,Amazon,VV014,"VibeVastr Tee 14",3,799.00,392.00,18.00,65.00,2397.00,1176.00,431.46000000,195.00,594.54000000
ORD00352,2026-02-11,Flipkart,VV010,"VibeVastr Tee 10",3,899.00,385.00,20.00,70.00,2697.00,1155.00,539.40000000,210.00,792.60000000
ORD00353,2026-01-12,Meesho,VV023,"VibeVastr Tee 23",2,899.00,306.00,15.00,55.00,1798.00,612.00,269.70000000,110.00,806.30000000
